id,time,line_ref,vehicle_id,number_plate,journey_id,direction,origin,destination,origin_est_departure,destination_est_arrival,latitude,longitude,bearing
7181,2024-10-07 06:03:19.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.855371,-3.188863,13
7182,2024-10-07 06:03:45.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.858796,-2.955036,314
7183,2024-10-07 06:03:36.000,51,11801,YX67UZB,713,outbound,Transport_Interchange,Oxton,2024-10-07 06:13:00.000,2024-10-07 07:06:00.000,55.617205,-2.805745,NULL
7184,2024-10-07 06:03:31.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.641260,-3.130283,85
7185,2024-10-07 06:03:31.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.620336,-3.059868,214
7186,2024-10-07 06:03:55.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.583146,-2.671483,329
7187,2024-10-07 06:03:45.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.858796,-2.955036,314
7188,2024-10-07 06:03:47.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.620336,-3.059868,NULL
7189,2024-10-07 06:03:51.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.857896,-3.186220,3
7190,2024-10-07 06:03:54.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.710635,-3.207408,16
7191,2024-10-07 06:04:07.000,51,11725,YJ17FZA,714,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 06:14:00.000,2024-10-07 08:36:00.000,55.617493,-2.805363,NULL
7192,2024-10-07 06:04:19.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955665,-3.191618,NULL
7193,2024-10-07 06:04:21.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.642256,-3.117266,82
7194,2024-10-07 06:04:17.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.619846,-3.060965,261
7195,2024-10-07 06:04:07.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.858578,-3.186500,339
7196,2024-10-07 06:04:14.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.711975,-3.206566,357
7197,2024-10-07 06:04:37.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.863551,-2.963605,334
7198,2024-10-07 06:04:19.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955665,-3.191618,NULL
7199,2024-10-07 06:04:23.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.642275,-3.116785,85
7200,2024-10-07 06:04:17.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.619846,-3.060965,261
7201,2024-10-07 06:04:31.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.859441,-3.186291,20
7202,2024-10-07 06:04:58.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.592683,-2.670401,355
7203,2024-10-07 06:04:55.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.863603,-2.963613,340
7204,2024-10-07 06:04:47.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.642101,-3.114325,204
7205,2024-10-07 06:04:53.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.619001,-3.063730,223
7206,2024-10-07 06:05:15.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.595173,-2.670896,350
7207,2024-10-07 06:05:19.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.864565,-2.964038,342
7208,2024-10-07 06:05:08.000,51,11725,YJ17FZA,714,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 06:14:00.000,2024-10-07 08:36:00.000,55.617475,-2.805355,NULL
7209,2024-10-07 06:05:20.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955765,-3.191626,NULL
7210,2024-10-07 06:05:17.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.640735,-3.115246,109
7211,2024-10-07 06:05:18.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.618563,-3.064805,235
7212,2024-10-07 06:05:20.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.864046,-3.182703,11
7213,2024-10-07 06:05:17.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.712213,-3.206593,NULL
7214,2024-10-07 06:05:35.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.596431,-2.673790,298
7215,2024-10-07 06:05:35.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.865930,-2.965455,322
7216,2024-10-07 06:05:20.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955765,-3.191626,NULL
7217,2024-10-07 06:05:17.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.640735,-3.115246,109
7218,2024-10-07 06:05:32.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.617990,-3.066268,233
7219,2024-10-07 06:05:31.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.864038,-3.182716,11
7220,2024-10-07 06:05:17.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.712213,-3.206593,NULL
7221,2024-10-07 06:05:56.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.866755,-2.966490,331
7222,2024-10-07 06:05:54.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955851,-3.191736,286
7223,2024-10-07 06:05:56.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.640068,-3.112108,279
7224,2024-10-07 06:05:57.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.864845,-3.182091,23
7225,2024-10-07 06:05:47.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.712303,-3.206538,17
7226,2024-10-07 06:06:12.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.866753,-2.966495,NULL
7227,2024-10-07 06:06:11.000,51,11725,YJ17FZA,714,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 06:14:00.000,2024-10-07 08:36:00.000,55.617493,-2.805356,NULL
7228,2024-10-07 06:06:14.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955693,-3.191756,86
7229,2024-10-07 06:06:20.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.640273,-3.112895,276
7230,2024-10-07 06:06:15.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.866213,-3.181031,22
7231,2024-10-07 06:06:37.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.598981,-2.688256,273
7232,2024-10-07 06:06:34.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.867700,-2.967873,312
7233,2024-10-07 06:06:36.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955628,-3.190831,83
7234,2024-10-07 06:06:30.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.640273,-3.112895,276
7235,2024-10-07 06:06:29.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.866235,-3.181000,23
7236,2024-10-07 06:06:59.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.868668,-2.971165,290
7237,2024-10-07 06:06:57.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.640481,-3.114076,288
7238,2024-10-07 06:06:47.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.616596,-3.076768,327
7239,2024-10-07 06:06:54.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.867071,-3.180258,23
7240,2024-10-07 06:06:48.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.718931,-3.204548,2
7241,2024-10-07 06:07:01.000,X62,12209,YX72OML,705,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 06:05:00.000,2024-10-07 08:08:00.000,55.615203,-2.807243,343
7242,2024-10-07 06:07:14.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.599691,-2.691940,262
7243,2024-10-07 06:07:19.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.868661,-2.971156,290
7244,2024-10-07 06:07:14.000,51,11725,YJ17FZA,714,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 06:14:00.000,2024-10-07 08:36:00.000,55.617493,-2.805355,NULL
7245,2024-10-07 06:07:24.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.641148,-3.115960,34
7246,2024-10-07 06:07:17.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.868776,-3.178978,20
7247,2024-10-07 06:07:22.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.724216,-3.205283,357
7248,2024-10-07 06:07:38.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.599715,-2.694688,281
7249,2024-10-07 06:07:36.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.868643,-2.971116,NULL
7250,2024-10-07 06:07:28.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955915,-3.190446,345
7251,2024-10-07 06:07:24.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.641148,-3.115960,34
7252,2024-10-07 06:07:29.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.868823,-3.178948,28
7253,2024-10-07 06:07:22.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.724216,-3.205283,357
7254,2024-10-07 06:08:08.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.599871,-2.696846,278
7255,2024-10-07 06:08:04.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.868841,-2.973021,282
7256,2024-10-07 06:08:00.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.642525,-3.113465,82
7257,2024-10-07 06:08:00.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.625441,-3.089316,312
7258,2024-10-07 06:08:06.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.869916,-3.178096,21
7259,2024-10-07 06:07:48.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.728258,-3.205573,357
7260,2024-10-07 06:08:38.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.599438,-2.699541,235
7261,2024-10-07 06:08:38.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.868930,-2.978363,282
7262,2024-10-07 06:08:29.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955971,-3.190523,NULL
7263,2024-10-07 06:08:27.000,X62,12005,YX20ODR,635,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:35:00.000,2024-10-07 07:38:00.000,55.628523,-3.095228,310
7264,2024-10-07 06:08:25.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.870116,-3.177880,28
7265,2024-10-07 06:09:08.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.598840,-2.702628,250
7266,2024-10-07 06:08:50.000,51,11801,YX67UZB,713,outbound,Transport_Interchange,Oxton,2024-10-07 06:13:00.000,2024-10-07 07:06:00.000,55.617466,-2.805443,NULL
7267,2024-10-07 06:09:04.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.956335,-3.190116,82
7268,2024-10-07 06:09:00.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.641936,-3.101015,159
7269,2024-10-07 06:09:04.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.870116,-3.177885,NULL
7270,2024-10-07 06:08:51.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.737611,-3.206040,2
7271,2024-10-07 06:09:18.000,51,11725,YJ17FZA,714,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 06:14:00.000,2024-10-07 08:36:00.000,55.617505,-2.805383,NULL
7272,2024-10-07 06:09:39.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.870038,-2.985830,282
7273,2024-10-07 06:09:53.000,51,11801,YX67UZB,713,outbound,Transport_Interchange,Oxton,2024-10-07 06:13:00.000,2024-10-07 07:06:00.000,55.617371,-2.805451,NULL
7274,2024-10-07 06:09:50.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.871035,-3.177256,22
7275,2024-10-07 06:09:52.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.746905,-3.204475,356
7276,2024-10-07 06:10:07.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.597758,-2.710935,247
7277,2024-10-07 06:09:53.000,51,11801,YX67UZB,713,outbound,Transport_Interchange,Oxton,2024-10-07 06:13:00.000,2024-10-07 07:06:00.000,55.617371,-2.805451,NULL
7278,2024-10-07 06:10:05.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.956678,-3.187365,77
7279,2024-10-07 06:10:03.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.633405,-3.098835,185
7280,2024-10-07 06:09:50.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.871035,-3.177256,22
7281,2024-10-07 06:09:59.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.748048,-3.204821,344
7282,2024-10-07 06:10:11.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.597616,-2.711428,241
7283,2024-10-07 06:10:26.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.871125,-2.990766,303
7284,2024-10-07 06:10:21.000,51,11725,YJ17FZA,714,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 06:14:00.000,2024-10-07 08:36:00.000,55.617516,-2.805381,NULL
7285,2024-10-07 06:10:05.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.956678,-3.187365,77
7286,2024-10-07 06:10:09.000,X62,12209,YX72OML,705,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 06:05:00.000,2024-10-07 08:08:00.000,55.623085,-2.822523,286
7287,2024-10-07 06:10:36.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.597095,-2.714191,242
7288,2024-10-07 06:10:29.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.871313,-2.991265,298
7289,2024-10-07 06:10:21.000,51,11725,YJ17FZA,714,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 06:14:00.000,2024-10-07 08:36:00.000,55.617516,-2.805381,NULL
7290,2024-10-07 06:10:34.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.956605,-3.186111,232
7291,2024-10-07 06:10:39.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.596975,-2.714674,246
7292,2024-10-07 06:10:56.000,51,11801,YX67UZB,713,outbound,Transport_Interchange,Oxton,2024-10-07 06:13:00.000,2024-10-07 07:06:00.000,55.617471,-2.805438,NULL
7293,2024-10-07 06:10:34.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.956605,-3.186111,232
7294,2024-10-07 06:10:48.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.628148,-3.094315,132
7295,2024-10-07 06:10:50.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.876345,-3.173000,23
7296,2024-10-07 06:10:56.000,51,11801,YX67UZB,713,outbound,Transport_Interchange,Oxton,2024-10-07 06:13:00.000,2024-10-07 07:06:00.000,55.617471,-2.805438,NULL
7297,2024-10-07 06:10:57.000,X62,12001,YX20ODK,705,inbound,Edinburgh_Bus_Station__Stance_10,Transport_Interchange,2024-10-07 06:05:00.000,2024-10-07 08:25:00.000,55.955765,-3.186665,186
7298,2024-10-07 06:11:13.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.625365,-3.089045,133
7299,2024-10-07 06:10:50.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.876345,-3.173000,23
7300,2024-10-07 06:11:01.000,X62,12008,YX20ODU,605,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 05:05:00.000,2024-10-07 07:08:00.000,55.757643,-3.206725,354
7301,2024-10-07 06:11:00.000,X62,12209,YX72OML,705,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 06:05:00.000,2024-10-07 08:08:00.000,55.624736,-2.828628,293
7302,2024-10-07 06:11:28.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.597163,-2.719513,288
7303,2024-10-07 06:11:27.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.873858,-2.998660,304
7304,2024-10-07 06:11:24.000,51,11725,YJ17FZA,714,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 06:14:00.000,2024-10-07 08:36:00.000,55.617671,-2.805408,NULL
7305,2024-10-07 06:11:15.000,X62,12003,YX20ODN,656,inbound,Peebles__Eastgate,Transport_Interchange,2024-10-07 05:56:00.000,2024-10-07 06:42:00.000,55.625138,-3.088613,132
7306,2024-10-07 06:11:24.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.879248,-3.170771,18
7307,2024-10-07 06:11:26.000,X62,12209,YX72OML,705,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 06:05:00.000,2024-10-07 08:08:00.000,55.624903,-2.829128,292
7308,2024-10-07 06:11:34.000,51,11308,YA13AEK,637,inbound,The_Avenue,Transport_Interchange,2024-10-07 05:37:00.000,2024-10-07 06:31:00.000,55.597391,-2.719928,318
7309,2024-10-07 06:11:27.000,51,11705,YJ17FWV,544,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 04:44:00.000,2024-10-07 07:06:00.000,55.873858,-2.998660,304
7310,2024-10-07 06:11:24.000,51,11725,YJ17FZA,714,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_8,2024-10-07 06:14:00.000,2024-10-07 08:36:00.000,55.617671,-2.805408,NULL
7311,2024-10-07 06:11:24.000,X62,12006,YX20ODS,535,outbound,Transport_Interchange,Edinburgh_Bus_Station__Stance_10,2024-10-07 04:35:00.000,2024-10-07 06:38:00.000,55.879248,-3.170771,18
